month,mine_location,target_production,actual_production,equipment_available,equipment_utilization,downtime_hours,rainfall,temperature,soil_moisture,blast_count,blast_delay,mn_grade,ore_thickness,ore_depth,lithology
2025-03,MOIL-Mine-19,98140.53,77299.48,12,80.43,26.5,3.26,29.6,0.212,18,4.53,31.99,4.25,24.95,Manganese-bearing
2025-04,MOIL-Mine-19,101433.69,80599.11,12,85.82,19.48,21.31,33.76,0.293,24,3.21,33.1,4.47,24.91,Laterite
2025-05,MOIL-Mine-19,101694.0,85647.59,11,88.95,17.88,14.7,33.43,0.185,30,3.08,30.75,3.58,26.72,Manganese-bearing
2025-06,MOIL-Mine-19,99682.68,65722.92,12,77.22,23.6,79.2,31.67,0.356,33,6.1,32.11,3.53,26.35,Manganese-bearing
2025-07,MOIL-Mine-19,97086.02,53397.31,12,76.31,35.16,129.89,26.2,0.461,26,7.65,31.49,4.27,28.79,Laterite
2025-08,MOIL-Mine-19,97190.57,59596.05,12,73.98,28.16,84.4,27.66,0.338,26,4.89,28.7,4.16,25.07,Manganese-bearing
2025-09,MOIL-Mine-19,98299.51,59875.21,11,79.76,33.34,78.04,28.36,0.414,30,5.49,29.16,3.99,23.28,Banded formation
2025-10,MOIL-Mine-19,96890.82,84473.27,14,85.85,7.97,6.21,28.95,0.168,20,2.33,30.05,3.77,26.05,Banded formation
2025-11,MOIL-Mine-19,98724.32,71700.87,13,77.05,18.61,25.75,32.73,0.287,28,4.27,28.99,3.4,23.34,Banded formation
2025-12,MOIL-Mine-19,97025.11,76355.74,12,81.99,19.33,17.96,20.92,0.207,21,2.52,29.89,3.6,26.17,Metamorphic
2021-01,MOIL-Mine-20,122858.67,87926.86,14,86.0,24.81,18.75,15.0,0.235,23,3.92,33.76,5.05,27.79,Laterite
2021-02,MOIL-Mine-20,122248.05,85274.17,12,79.23,25.74,17.76,23.17,0.281,27,4.44,30.79,5.07,29.91,Manganese-bearing
2021-03,MOIL-Mine-20,117329.25,94186.01,12,91.65,5.0,21.67,27.4,0.172,33,3.93,32.18,4.93,27.57,Metamorphic
2021-04,MOIL-Mine-20,118442.03,96648.22,12,87.11,19.7,5.01,31.5,0.183,19,1.46,30.92,4.45,29.17,Metamorphic
2021-05,MOIL-Mine-20,119535.76,83181.46,11,73.89,16.74,19.02,32.04,0.231,26,3.43,32.66,4.83,30.09,Laterite
2021-06,MOIL-Mine-20,118238.3,77727.44,11,78.12,16.12,107.24,32.45,0.465,32,6.29,33.52,4.72,26.91,Manganese-bearing
2021-07,MOIL-Mine-20,125607.64,99203.12,13,78.41,13.22,33.85,23.21,0.267,30,2.82,31.5,4.6,34.57,Manganese-bearing
2021-08,MOIL-Mine-20,121775.81,91943.97,11,81.08,16.0,25.19,28.74,0.224,26,3.63,31.95,5.49,27.63,Metamorphic
2021-09,MOIL-Mine-20,116147.8,80813.34,11,74.66,9.69,103.51,28.76,0.33,32,3.65,30.3,5.1,28.51,Manganese-bearing
2021-10,MOIL-Mine-20,116254.47,88253.57,13,82.71,19.51,12.41,24.03,0.182,25,3.89,33.19,4.09,30.43,Banded formation
2021-11,MOIL-Mine-20,119634.86,87522.51,12,77.18,23.77,17.58,29.84,0.255,28,3.77,31.77,4.76,29.05,Metamorphic
2021-12,MOIL-Mine-20,113219.12,86809.06,11,73.13,20.52,19.98,21.81,0.184,24,1.82,30.01,5.46,24.4,Metamorphic
2022-01,MOIL-Mine-20,118354.15,102826.3,13,86.81,17.12,3.12,24.27,0.182,25,2.45,31.53,5.0,29.48,Manganese-bearing
2022-02,MOIL-Mine-20,122821.5,83793.46,12,77.94,21.1,1.19,24.82,0.219,23,2.49,29.11,4.61,29.4,Laterite
2022-03,MOIL-Mine-20,113712.5,87363.42,11,80.7,23.68,15.54,25.96,0.214,24,3.55,31.12,4.68,28.28,Manganese-bearing
2022-04,MOIL-Mine-20,121898.9,100865.35,14,85.05,9.78,34.62,31.43,0.248,29,3.19,31.17,4.58,29.91,Manganese-bearing
2022-05,MOIL-Mine-20,124378.47,94946.86,14,79.59,15.65,43.59,32.39,0.27,33,3.81,30.2,4.8,28.4,Manganese-bearing
2022-06,MOIL-Mine-20,121767.46,66972.1,12,72.19,28.89,124.13,29.34,0.393,15,7.14,31.56,4.88,27.61,Metamorphic
2022-07,MOIL-Mine-20,119271.06,81634.44,13,76.57,30.59,45.59,31.68,0.224,22,3.78,30.38,5.15,29.12,Manganese-bearing
2022-08,MOIL-Mine-20,122227.62,67225.19,11,72.49,29.14,123.41,25.75,0.431,25,6.54,30.63,4.45,29.36,Laterite
2022-09,MOIL-Mine-20,115778.01,63677.91,12,58.95,31.35,283.95,31.8,0.697,26,12.22,30.51,5.36,27.4,Metamorphic
2022-10,MOIL-Mine-20,120146.8,103346.41,11,76.92,10.13,7.1,27.41,0.233,21,2.51,33.0,4.98,34.6,Manganese-bearing
2022-11,MOIL-Mine-20,119568.28,101702.15,12,85.87,12.49,10.73,28.47,0.165,33,2.79,32.48,3.94,25.05,Manganese-bearing
2022-12,MOIL-Mine-20,121765.19,103026.1,12,84.42,16.28,9.68,24.65,0.23,30,1.34,30.62,3.95,25.31,Metamorphic
2023-01,MOIL-Mine-20,123828.7,91919.84,10,80.16,26.42,1.08,17.17,0.138,23,2.01,31.35,4.46,32.0,Metamorphic
2023-02,MOIL-Mine-20,122233.69,99054.29,10,78.03,13.43,12.3,22.16,0.15,23,2.61,32.38,4.77,32.37,Manganese-bearing
2023-03,MOIL-Mine-20,123167.16,99816.96,13,84.08,19.2,7.39,32.37,0.169,25,3.3,32.54,5.29,27.3,Banded formation
2023-04,MOIL-Mine-20,117782.38,80433.37,10,77.64,21.37,4.88,25.68,0.177,26,3.66,30.05,4.28,31.35,Metamorphic
2023-05,MOIL-Mine-20,122790.75,86753.22,10,80.98,14.33,58.43,33.48,0.341,33,4.69,30.78,4.2,25.3,Manganese-bearing
2023-06,MOIL-Mine-20,122771.43,67524.29,13,76.3,34.49,176.25,33.14,0.524,21,8.38,34.04,5.06,29.28,Manganese-bearing
2023-07,MOIL-Mine-20,122918.29,70863.87,13,76.81,34.35,86.69,27.13,0.281,28,6.17,29.51,4.52,25.85,Manganese-bearing
2023-08,MOIL-Mine-20,125874.97,87459.81,10,85.8,30.33,42.52,29.52,0.314,27,3.15,29.97,4.73,27.42,Manganese-bearing
2023-09,MOIL-Mine-20,123901.44,76305.55,12,74.15,20.66,123.35,29.4,0.474,31,5.99,35.08,4.59,29.87,Manganese-bearing
2023-10,MOIL-Mine-20,119651.21,100298.2,11,91.79,16.47,12.33,28.81,0.221,26,3.12,32.4,4.7,30.48,Manganese-bearing
2023-11,MOIL-Mine-20,119102.6,88960.51,12,73.94,19.01,28.27,23.29,0.241,30,1.72,29.97,4.21,24.25,Banded formation
2023-12,MOIL-Mine-20,124027.7,89890.82,10,78.86,17.32,23.04,21.58,0.235,23,3.54,29.97,4.83,26.39,Banded formation
2024-01,MOIL-Mine-20,126727.34,91152.89,13,84.04,25.87,22.69,20.7,0.32,21,4.09,34.73,5.41,28.98,Laterite
2024-02,MOIL-Mine-20,123212.95,96735.88,12,83.92,11.74,22.9,23.67,0.264,22,2.69,30.36,4.6,29.87,Banded formation
2024-03,MOIL-Mine-20,123382.6,100976.75,12,85.87,17.39,30.24,31.42,0.265,22,4.17,34.08,4.55,29.62,Manganese-bearing
2024-04,MOIL-Mine-20,123768.85,106314.17,12,82.3,10.14,29.82,32.08,0.281,22,2.12,32.61,5.13,27.08,Banded formation
2024-05,MOIL-Mine-20,122420.28,92896.03,13,86.95,18.47,16.52,35.4,0.24,18,3.62,30.07,5.23,29.17,Metamorphic
2024-06,MOIL-Mine-20,120185.31,69861.92,12,72.08,28.72,82.3,30.93,0.316,24,5.55,30.08,4.52,26.64,Banded formation
2024-07,MOIL-Mine-20,126181.88,69400.03,10,77.75,33.75,155.73,27.32,0.446,19,8.31,30.76,4.34,29.13,Metamorphic
2024-08,MOIL-Mine-20,124452.8,72140.99,13,78.93,27.39,72.72,25.36,0.333,27,6.64,30.59,5.23,32.73,Banded formation
2024-09,MOIL-Mine-20,125378.63,99656.44,12,80.83,12.12,57.01,32.04,0.302,27,4.26,35.59,4.48,29.8,Manganese-bearing
2024-10,MOIL-Mine-20,121732.5,82341.95,12,84.77,34.77,39.1,25.5,0.198,24,4.72,31.37,4.97,27.99,Manganese-bearing
2024-11,MOIL-Mine-20,119326.09,97293.53,11,83.81,9.65,23.27,22.16,0.252,23,2.43,29.51,4.16,26.64,Manganese-bearing
2024-12,MOIL-Mine-20,126564.34,98165.24,12,79.17,16.41,15.19,24.8,0.229,30,3.59,32.57,5.02,29.34,Banded formation
2025-01,MOIL-Mine-20,126333.11,92291.18,12,81.45,17.81,35.16,20.74,0.272,35,4.69,30.45,5.11,28.22,Manganese-bearing
2025-02,MOIL-Mine-20,128188.39,84172.46,12,77.19,23.22,27.78,24.13,0.226,23,5.01,28.91,4.97,30.61,Manganese-bearing
2025-03,MOIL-Mine-20,121537.94,92548.26,10,83.38,15.3,12.09,25.67,0.258,25,4.7,32.19,5.43,27.65,Metamorphic
2025-04,MOIL-Mine-20,126108.67,95285.86,12,82.3,27.34,6.31,34.15,0.117,37,3.53,33.48,4.94,31.01,Metamorphic
2025-05,MOIL-Mine-20,127784.3,97039.45,12,75.64,11.85,39.67,33.04,0.281,30,4.21,32.13,5.43,26.43,Manganese-bearing
2025-06,MOIL-Mine-20,127202.68,111214.94,11,83.06,8.75,16.47,32.15,0.17,16,2.83,33.17,4.26,26.09,Manganese-bearing
2025-07,MOIL-Mine-20,125216.63,70482.63,10,74.17,34.7,95.78,30.93,0.383,22,6.87,32.11,4.77,26.79,Manganese-bearing
2025-08,MOIL-Mine-20,127061.98,78165.9,11,81.25,32.03,85.13,30.14,0.378,30,5.74,33.54,4.69,22.24,Metamorphic
2025-09,MOIL-Mine-20,129367.17,99375.45,11,83.25,16.47,39.44,28.39,0.22,25,4.21,31.68,4.87,30.39,Manganese-bearing
2025-10,MOIL-Mine-20,126273.1,82562.4,13,80.55,31.42,23.83,29.64,0.297,22,4.88,32.21,4.49,29.18,Metamorphic
2025-11,MOIL-Mine-20,122826.48,94099.32,12,85.42,20.05,5.0,23.36,0.222,27,3.82,31.24,4.27,28.44,Manganese-bearing
2025-12,MOIL-Mine-20,121888.86,84579.21,11,80.73,13.82,10.36,23.54,0.208,25,3.16,29.05,4.49,31.89,Laterite
